  2000     5 
  2001     5 
  2002     5 
  2003     5 
  2004     5 
  2005     5 
  2006     5 
  2007     5 
  2008     3 
  2009     3 
  2010     3 
  2011     3 
  2012     3 
  2013     3 
  2014     3 
  2015     3 
  2016     3 
  2017     3 
  2018     3 
  2019     3 
  2020     3 
  2021     3 
  2022     3 
  2023     3 
  2024     3 
  2025     3 
  2026     3 
  2027     3 
  2028     3 
  2029     3 
  2030     3 
  2031     3 
  2032     3 
  2033     3 
  2034     3 
  2035     3 
  2036     3 
  2037     3 
  2038     3 
  2039     3 
  2040     3 
  2041     3 
  2042     3 
  2043     3 
  2044     3 
  2045     3 
  2046     3 
  2047     3 
  2048     3 
  2049     3 
  2050     3 
  2051     3 
  2052     3 
  2053     3 
  2054     3 
  2055     3 
  2056     3 
  2057     3 
  2058     3 
  2059     3 
  2060     3 
  2061     3 
  2062     3 
  2063     3 
  2064     3 
  2065     3 
  2066     3 
  2067     3 
  2068     3 
  2069     3 
  2070     3 
  2071     3 
  2072     3 
  2073     3 
  2074     3 
  2075     3 
  2076     3 
  2077     3 
  2078     3 
  2079     3 
  2080     3 
  2081     3 
  2082     3 
  2083     3 
  2084     3 
  2085     4 
  2086     4 
  2087     4 
  2088     4 
  2089     4 
  2090     4 
  2091     4 
  2092     4 
  2093     4 
  2094     4 
  2095     4 
  2096     4 
  2097     4 
  2098     4 
  2099     4 
  2100     4 
  2101     4 
  2102     4 
  2103     4 
  2104     4 
  2105     4 
  2106     4 
  2107     4 
  2108     4 
  2109     4 
  2110     4 
  2111     4 
  2112     4 
  2113     4 
  2114     4 
  2115     4 
  2116     4 
  2117     4 
  2118     4 
  2119     4 
  2120     4 
  2121     4 
  2122     4 
  2123     4 
  2124     4 
  2125     4 
  2126     4 
  2127     4 
  2128     4 
  2129     4 
  2130     4 
  2131     4 
  2132     4 
  2133     4 
  2134     4 
  2135     4 
  2136     4 
  2137     4 
  2138     4 
  2139     4 
  2140     4 
  2141     4 
  2142     4 
  2143     4 
  2144     4 
  2145     4 
  2146     4 
  2147     4 
  2148     4 
  2149     4 
  2150     4 
  2151     4 
  2152     4 
  2153     4 
  2154     4 
  2155     4 
  2156     4 
  2157     4 
  2158     4 
  2159     3 
  2160     3 
  2161     3 
  2162     3 
  2163     3 
  2164     3 
  2165     3 
  2166     3 
  2167     3 
  2168     3 
  2169     3 
  2170     3 
  2171     3 
  2172     3 
  2173     3 
  2174     3 
  2175     3 
  2176     3 
  2177     4 
  2178     4 
  2179     4 
  2180     4 
  2181     4 
  2182     5 
  2183     5 
  2184     5 
  2185     5 
  2186     5 
  2187     5 
  2188     5 
  2189     5 
  2190     5 
  2191     5 
  2192     5 
  2193     5 
  2194     5 
  2195     5 
  2196     5 
  2197     5 
  2198     4 
  2199     4 
  2200     4 
  2201     4 
  2202     4 
  2203     4 
  2204     4 
  2205     4 
  2206     4 
  2207     4 
  2208     4 
  2209     4 
  2210     4 
  2211     4 
  2212     4 
  2213     4 
  2214     4 
  2215     4 
  2216     4 
  2217     4 
  2218     4 
  2219     4 
  2220     4 
  2221     4 
  2222     4 
  2223     4 
  2224     4 
  2225     4 
  2226     4 
  2227     4 
  2228     4 
  2229     4 
  2230     4 
  2231     4 
  2232     4 
  2233     4 
  2234     4 
  2235     4 
  2236     4 
  2237     4 
  2238     4 
  2239     4 
  2240     4 
  2241     4 
  2242     4 
  2243     4 
  2244     4 
  2245     4 
  2246     4 
  2247     4 
  2248     4 
  2249     4 
  2250     4 
  2251     4 
  2252     4 
  2253     4 
  2254     4 
  2255     4 
  2256     4 
  2257     4 
  2258     4 
  2259     4 
  2260     4 
  2261     4 
  2262     4 
  2263     4 
  2264     4 
  2265     4 
  2266     4 
  2267     4 
  2268     4 
  2269     4 
  2270     4 
  2271     4 
  2272     4 
  2273     4 
  2274     4 
  2275     4 
  2276     4 
  2277     4 
  2278     4 
  2279     4 
  2280     4 
  2281     4 
  2282     4 
  2283     4 
  2284     4 
  2285     4 
  2286     4 
  2287     4 
  2288     4 
  2289     4 
  2290     4 
  2291     4 
  2292     4 
  2293     4 
  2294     4 
  2295     4 
  2296     4 
  2297     4 
  2298     4 
  2299     4 
  2300     4 
  2301     4 
  2302     4 
  2303     4 
  2304     4 
  2305     4 
  2306     4 
  2307     4 
  2308     4 
  2309     4 
  2310     4 
  2311     4 
  2312     4 
  2313     4 
  2314     4 
  2315     4 
  2316     4 
  2317     4 
  2318     4 
  2319     4 
  2320     4 
  2321     4 
  2322     4 
  2323     4 
  2324     4 
  2325     4 
  2326     4 
  2327     4 
  2328     4 
  2329     4 
  2330     4 
  2331     4 
  2332     4 
  2333     4 
  2334     4 
  2335     4 
  2336     4 
  2337     4 
  2338     4 
  2339     4 
  2340     4 
  2341     4 
  2342     4 
  2343     4 
  2344     4 
  2345     4 
  2346     4 
  2347     3 
  2348     4 
  2349     4 
  2350     4 
  2351     4 
  2352     4 
  2353     4 
  2354     4 
  2355     4 
  2356     4 
  2357     4 
  2358     4 
  2359     4 
  2360     4 
  2361     4 
  2362     4 
  2363     4 
  2364     4 
  2365     4 
  2366     4 
  2367     4 
  2368     4 
  2369     4 
  2370     4 
  2371     4 
  2372     4 
  2373     4 
  2374     4 
  2375     4 
  2376     4 
  2377     4 
  2378     4 
  2379     4 
  2380     4 
  2381     4 
  2382     4 
  2383     4 
  2384     4 
  2385     4 
  2386     4 
  2387     4 
  2388     4 
  2389     4 
  2390     4 
  2391     4 
  2392     4 
  2393     4 
  2394     8 
  2395     8 
  2396     8 
  2397     8 
  2398     8 
  2399     8 
  2400     8 
  2401     8 
  2402     8 
  2403     8 
  2404     8 
  2405     7 
  2406     7 
  2407     7 
  2408     7 
  2409     7 
  2410     7 
  2411     7 
  2412     7 
  2413     7 
  2414     7 
  2415     7 
  2416     7 
  2417     7 
  2418     7 
  2419     7 
  2420     7 
  2421     7 
  2422     7 
  2423     7 
  2424     7 
  2425     4 
  2426     4 
  2427     4 
  2428     4 
  2429     4 
  2430     4 
  2431     4 
  2432     4 
  2433     4 
  2434     4 
  2435     4 
  2436     4 
  2437     4 
  2438     2 
  2439     2 
  2440     2 
  2441     2 
  2442     2 
  2443     2 
  2444     2 
  2445     2 
  2446     2 
  2447     2 
  2448     2 
  2449     2 
  2450     2 
  2451     3 
  2452     3 
  2453     4 
  2454     4 
  2455     4 
  2456     4 
  2457     4 
  2458     4 
  2459     4 
  2460     4 
  2461     4 
  2462     4 
  2463     4 
  2464     4 
  2465     4 
  2466     3 
  2467     3 
  2468     3 
  2469     3 
  2470     3 
  2471     3 
  2472     3 
  2473     3 
  2474     3 
  2475     3 
  2476     3 
  2477     3 
  2478     3 
  2479     3 
  2480     3 
  2481     3 
  2482     4 
  2483     4 
  2484     4 
  2485     4 
  2486     4 
  2487     4 
  2488     4 
  2489     4 
  2490     4 
  2491     4 
  2492     4 
  2493     4 
  2494     4 
  2495     4 
  2496     4 
  2497     4 
  2498     4 
  2499     4 
  2500     4 
  2501     4 
  2502     4 
  2503     4 
  2504     4 
  2505     4 
  2506     4 
  2507     4 
  2508     4 
  2509     4 
  2510     4 
  2511     4 
  2512     4 
  2513     4 
  2514     4 
  2515     4 
  2516     4 
  2517     4 
  2518     4 
  2519     4 
  2520     4 
  2521     4 
  2522     4 
  2523     4 
  2524     4 
  2525     4 
  2526     4 
  2527     4 
  2528     4 
  2529     4 
  2530     4 
  2531     4 
  2532     4 
  2533     4 
  2534     4 
  2535     4 
  2536     4 
  2537     4 
  2538     4 
  2539     4 
  2540     4 
  2541     4 
  2542     4 
  2543     4 
  2544     4 
  2545     4 
  2546     4 
  2547     4 
  2548     4 
  2549     4 
  2550     4 
  2551     4 
  2552     4 
  2553     4 
  2554     4 
  2555     4 
  2556     4 
  2557     4 
  2558     4 
  2559     4 
  2560     4 
  2561     4 
  2562     4 
  2563     4 
  2564     4 
  2565     4 
  2566     4 
  2567     4 
  2568     4 
  2569     4 
