   25 0.509647 0.475159 
   14 0.004438 0.003407 
   21 0.202699 0.151247 
   28 0.748403 0.742158 
   30 1.000000 0.847170 
   30 1.000000 0.946558 
   30 1.000000 0.971891 
   23 0.345447 0.333731 
   21 0.202699 0.201932 
   22 0.270091 0.262829 
   18 0.062878 0.045656 
   23 0.345447 0.296675 
   24 0.426247 0.389492 
   26 0.592794 0.549149 
   22 0.270091 0.212484 
   18 0.062878 0.056697 
   22 0.270091 0.224952 
   29 0.817153 0.758727 
   22 0.270091 0.215339 
   25 0.509647 0.485110 
   18 0.062878 0.057239 
   24 0.426247 0.416064 
   30 1.000000 0.966652 
   16 0.020406 0.012386 
   27 0.673092 0.645052 
   23 0.345447 0.307229 
   22 0.270091 0.203191 
   17 0.037352 0.031714 
   27 0.673092 0.636830 
   22 0.270091 0.210552 
   17 0.037352 0.027578 
   20 0.145168 0.111989 
   22 0.270091 0.213959 
   21 0.202699 0.178826 
   30 1.000000 0.854146 
   18 0.062878 0.061129 
   20 0.145168 0.125383 
   30 1.000000 0.826037 
   24 0.426247 0.394860 
   23 0.345447 0.327315 
   19 0.098537 0.088866 
   25 0.509647 0.440517 
   27 0.673092 0.623990 
   25 0.509647 0.478358 
   30 1.000000 0.989666 
   30 1.000000 0.836474 
   26 0.592794 0.535055 
   22 0.270091 0.214618 
   27 0.673092 0.595201 
   29 0.817153 0.750394 
   28 0.748403 0.699728 
   27 0.673092 0.652439 
   21 0.202699 0.166458 
   27 0.673092 0.666380 
   27 0.673092 0.664825 
   29 0.817153 0.811511 
   30 1.000000 0.973609 
   30 1.000000 0.868016 
   30 1.000000 0.843225 
   27 0.673092 0.610438 
   19 0.098537 0.078568 
   30 1.000000 0.870803 
   28 0.748403 0.722427 
   23 0.345447 0.292527 
   18 0.062878 0.049629 
   26 0.592794 0.576574 
   24 0.426247 0.353656 
   21 0.202699 0.175012 
   24 0.426247 0.402611 
   29 0.817153 0.748516 
   25 0.509647 0.502327 
   25 0.509647 0.491477 
   21 0.202699 0.189033 
   20 0.145168 0.126317 
   30 1.000000 0.969836 
   21 0.202699 0.178699 
   30 1.000000 0.962790 
   25 0.509647 0.504891 
   24 0.426247 0.393317 
   26 0.592794 0.557991 
   22 0.270091 0.255285 
   19 0.098537 0.093044 
   22 0.270091 0.210431 
   24 0.426247 0.421744 
   29 0.817153 0.759424 
   30 1.000000 0.875256 
   22 0.270091 0.233254 
   28 0.748403 0.733033 
   28 0.748403 0.743272 
   19 0.098537 0.076479 
   23 0.345447 0.343471 
   30 1.000000 0.821839 
   30 1.000000 0.947282 
   19 0.098537 0.065898 
   20 0.145168 0.114366 
   30 1.000000 0.996910 
   27 0.673092 0.642472 
   25 0.509647 0.468022 
   21 0.202699 0.171922 
   18 0.062878 0.045083 
   22 0.270091 0.216538 
   28 0.748403 0.674249 
   26 0.592794 0.536560 
   24 0.426247 0.405571 
   29 0.817153 0.800566 
   25 0.509647 0.506396 
   26 0.592794 0.584270 
   29 0.817153 0.763356 
   16 0.020406 0.011287 
   30 1.000000 0.977586 
   23 0.345447 0.321347 
   22 0.270091 0.266572 
   19 0.098537 0.070631 
   26 0.592794 0.531778 
   28 0.748403 0.688315 
   30 1.000000 0.830055 
   24 0.426247 0.407034 
   30 1.000000 0.921570 
   26 0.592794 0.563088 
   21 0.202699 0.150305 
   30 1.000000 0.998048 
   30 1.000000 0.906560 
   30 1.000000 0.972144 
   30 1.000000 0.945330 
   30 1.000000 0.972458 
   19 0.098537 0.086510 
   30 1.000000 0.942240 
   27 0.673092 0.614930 
   26 0.592794 0.554532 
   20 0.145168 0.114162 
   27 0.673092 0.660013 
   29 0.817153 0.771070 
   29 0.817153 0.788411 
   21 0.202699 0.196573 
   21 0.202699 0.176641 
   26 0.592794 0.588977 
   28 0.748403 0.702969 
   29 0.817153 0.760911 
   24 0.426247 0.352333 
   28 0.748403 0.714256 
   28 0.748403 0.738498 
   28 0.748403 0.673680 
   30 1.000000 0.980828 
   29 0.817153 0.809128 
   22 0.270091 0.205458 
   27 0.673092 0.669143 
   27 0.673092 0.639184 
   27 0.673092 0.612492 
   26 0.592794 0.590713 
   21 0.202699 0.202272 
   29 0.817153 0.762797 
   26 0.592794 0.588761 
   20 0.145168 0.108832 
   28 0.748403 0.734941 
   26 0.592794 0.534091 
   19 0.098537 0.081290 
   30 1.000000 0.821451 
   25 0.509647 0.476331 
   28 0.748403 0.696221 
   24 0.426247 0.375983 
   26 0.592794 0.590493 
   24 0.426247 0.356234 
   21 0.202699 0.147054 
   24 0.426247 0.378904 
   26 0.592794 0.552808 
   23 0.345447 0.323695 
   30 1.000000 0.967881 
   22 0.270091 0.255777 
   19 0.098537 0.084606 
   23 0.345447 0.320214 
   30 1.000000 0.970033 
   30 1.000000 0.823104 
   30 1.000000 0.993893 
   30 1.000000 0.950861 
   27 0.673092 0.632232 
   21 0.202699 0.199351 
   27 0.673092 0.620004 
   23 0.345447 0.271416 
   29 0.817153 0.811843 
   22 0.270091 0.210717 
   25 0.509647 0.473688 
   26 0.592794 0.574639 
   29 0.817153 0.799478 
   26 0.592794 0.582520 
   23 0.345447 0.309580 
   23 0.345447 0.333569 
   27 0.673092 0.663811 
   20 0.145168 0.131032 
   29 0.817153 0.809900 
   24 0.426247 0.360031 
   25 0.509647 0.507015 
   24 0.426247 0.400394 
   28 0.748403 0.716265 
   27 0.673092 0.654069 
   29 0.817153 0.779298 
   22 0.270091 0.269073 
   30 1.000000 0.977764 
   28 0.748403 0.747179 
   26 0.592794 0.524850 
   18 0.062878 0.062370 
   19 0.098537 0.067393 
   25 0.509647 0.494883 
   30 1.000000 0.885474 
   18 0.062878 0.061286 
   25 0.509647 0.445743 
   26 0.592794 0.517706 
   22 0.270091 0.260637 
   19 0.098537 0.065747 
   29 0.817153 0.789122 
   19 0.098537 0.072480 
   23 0.345447 0.276464 
   22 0.270091 0.262810 
   27 0.673092 0.647119 
   19 0.098537 0.075942 
   30 1.000000 0.845330 
   30 1.000000 0.956700 
   24 0.426247 0.409511 
   25 0.509647 0.509141 
   19 0.098537 0.087732 
   22 0.270091 0.219412 
   30 1.000000 0.869172 
   27 0.673092 0.594747 
   27 0.673092 0.619805 
   26 0.592794 0.585437 
   22 0.270091 0.248815 
   24 0.426247 0.399104 
   30 1.000000 0.854510 
   22 0.270091 0.226579 
   21 0.202699 0.146283 
   24 0.426247 0.379360 
   23 0.345447 0.288949 
   22 0.270091 0.213675 
   30 1.000000 0.874243 
   21 0.202699 0.174423 
   23 0.345447 0.274962 
   23 0.345447 0.319986 
   28 0.748403 0.692129 
   26 0.592794 0.535599 
   24 0.426247 0.385734 
   25 0.509647 0.481251 
   27 0.673092 0.608079 
   27 0.673092 0.662198 
   28 0.748403 0.744061 
   22 0.270091 0.255198 
   28 0.748403 0.738139 
   26 0.592794 0.589391 
   22 0.270091 0.211898 
   21 0.202699 0.147650 
   19 0.098537 0.098531 
   23 0.345447 0.299630 
   24 0.426247 0.367062 
   30 1.000000 0.967703 
   30 1.000000 0.894376 
   30 1.000000 0.986867 
   26 0.592794 0.553140 
   20 0.145168 0.143192 
   24 0.426247 0.385971 
   24 0.426247 0.407651 
   24 0.426247 0.369771 
   26 0.592794 0.532254 
   29 0.817153 0.787011 
   27 0.673092 0.658721 
   28 0.748403 0.745929 
   27 0.673092 0.661254 
   30 1.000000 0.833144 
   17 0.037352 0.020891 
   30 1.000000 0.981241 
